# train_mtempmech__19.90	t_train_mtempmech_	stim_train_mtempmech_
-1.217833318323903265e-20	5.764100000000000473e-02	1.000000000000000000e+00
-1.217782411599373556e-20	5.766100000000000392e-02	1.000000000000000000e+00
-1.217731504874843697e-20	5.768100000000000310e-02	1.000000000000000000e+00
-1.217680598150313988e-20	5.770100000000000229e-02	1.000000000000000000e+00
-1.217629691425784279e-20	5.772100000000000841e-02	1.000000000000000000e+00
-1.217578784701254419e-20	5.774100000000000760e-02	1.000000000000000000e+00
-1.217527877976724710e-20	5.776100000000000678e-02	1.000000000000000000e+00
-1.217476971252195001e-20	5.778100000000000597e-02	1.000000000000000000e+00
-1.217426064527665141e-20	5.780100000000000515e-02	1.000000000000000000e+00
-1.217375157803135432e-20	5.782100000000000434e-02	1.000000000000000000e+00
-1.217324251078605723e-20	5.784100000000000352e-02	1.000000000000000000e+00
-1.217273344354075864e-20	5.786100000000000271e-02	1.000000000000000000e+00
-1.217222437629546155e-20	5.788100000000000883e-02	1.000000000000000000e+00
-1.217171530905016446e-20	5.790100000000000802e-02	1.000000000000000000e+00
-1.217120624180486586e-20	5.792100000000000720e-02	1.000000000000000000e+00
-1.217069717455956877e-20	5.794100000000000639e-02	1.000000000000000000e+00
-1.217018810731427168e-20	5.796100000000000557e-02	1.000000000000000000e+00
-1.216967904006897308e-20	5.798100000000000476e-02	1.000000000000000000e+00
-1.216916997282367599e-20	5.800100000000000394e-02	1.000000000000000000e+00
-1.216866090557837890e-20	5.802100000000000313e-02	1.000000000000000000e+00
-1.216815183833308031e-20	5.804100000000000231e-02	1.000000000000000000e+00
-1.216764277108778322e-20	5.806100000000000844e-02	1.000000000000000000e+00
-1.216713370384248462e-20	5.808100000000000762e-02	1.000000000000000000e+00
-1.216662463659718753e-20	5.810100000000000681e-02	1.000000000000000000e+00
-1.216611556935189044e-20	5.812100000000000599e-02	1.000000000000000000e+00
-1.216560650210659184e-20	5.814100000000000518e-02	1.000000000000000000e+00
-1.216509743486129475e-20	5.816100000000000436e-02	1.000000000000000000e+00
-1.216458836761599766e-20	5.818100000000000355e-02	1.000000000000000000e+00
-1.216407930037069907e-20	5.820100000000000273e-02	1.000000000000000000e+00
-1.216357023312540198e-20	5.822100000000000886e-02	1.000000000000000000e+00
-1.216306116588010489e-20	5.824100000000000804e-02	1.000000000000000000e+00
-1.216255209863480629e-20	5.826100000000000723e-02	1.000000000000000000e+00
-1.216204303138950920e-20	5.828100000000000641e-02	1.000000000000000000e+00
-1.216153396414421211e-20	5.830100000000000560e-02	1.000000000000000000e+00
-1.216102489689891351e-20	5.832100000000000478e-02	1.000000000000000000e+00
-1.216051582965361642e-20	5.834100000000000397e-02	1.000000000000000000e+00
-1.216000676240831933e-20	5.836100000000000315e-02	1.000000000000000000e+00
-1.215949769516302074e-20	5.838100000000000234e-02	1.000000000000000000e+00
-1.215898862791772365e-20	5.840100000000000846e-02	1.000000000000000000e+00
-1.215847956067242505e-20	5.842100000000000765e-02	1.000000000000000000e+00
-1.215797049342712796e-20	5.844100000000000683e-02	1.000000000000000000e+00
-1.215746142618183087e-20	5.846100000000000602e-02	1.000000000000000000e+00
-1.215695235893653227e-20	5.848100000000000520e-02	1.000000000000000000e+00
-1.215644329169123518e-20	5.850100000000000439e-02	1.000000000000000000e+00
-1.215593422444593809e-20	5.852100000000000357e-02	1.000000000000000000e+00
-1.215542515720063950e-20	5.854100000000000276e-02	1.000000000000000000e+00
-1.215491608995534241e-20	5.856100000000000888e-02	1.000000000000000000e+00
-1.215440702271004532e-20	5.858100000000000807e-02	1.000000000000000000e+00
-1.215389795546474672e-20	5.860100000000000725e-02	1.000000000000000000e+00
-1.215338888821944963e-20	5.862100000000000644e-02	1.000000000000000000e+00
-1.215287982097415254e-20	5.864100000000000562e-02	1.000000000000000000e+00
-1.215237075372885394e-20	5.866100000000000481e-02	1.000000000000000000e+00
-1.215186168648355685e-20	5.868100000000000399e-02	1.000000000000000000e+00
-1.215135261923825976e-20	5.870100000000000318e-02	1.000000000000000000e+00
-1.215084355199296117e-20	5.872100000000000236e-02	1.000000000000000000e+00
-1.215033448474766408e-20	5.874100000000000849e-02	1.000000000000000000e+00
-1.214982541750236699e-20	5.876100000000000767e-02	1.000000000000000000e+00
-1.214931635025706839e-20	5.878100000000000686e-02	1.000000000000000000e+00
-1.214880728301177130e-20	5.880100000000000604e-02	1.000000000000000000e+00
-1.214829821576647421e-20	5.882100000000000523e-02	1.000000000000000000e+00
-1.214778914852117561e-20	5.884100000000000441e-02	1.000000000000000000e+00
-1.214728008127587852e-20	5.886100000000000360e-02	1.000000000000000000e+00
-1.214677101403058143e-20	5.888100000000000278e-02	1.000000000000000000e+00
-1.214626194678528284e-20	5.890100000000000890e-02	1.000000000000000000e+00
-1.214575287953998575e-20	5.892100000000000809e-02	1.000000000000000000e+00
-1.214524381229468715e-20	5.894100000000000728e-02	1.000000000000000000e+00
-1.214473474504939006e-20	5.896100000000000646e-02	1.000000000000000000e+00
-1.214422567780409297e-20	5.898100000000000565e-02	1.000000000000000000e+00
-1.214371661055879437e-20	5.900100000000000483e-02	1.000000000000000000e+00
-1.214320754331349728e-20	5.902100000000000402e-02	1.000000000000000000e+00
-1.214269847606820019e-20	5.904100000000000320e-02	1.000000000000000000e+00
-1.214218940882290160e-20	5.906100000000000239e-02	1.000000000000000000e+00
-1.214168034157760451e-20	5.908100000000000851e-02	1.000000000000000000e+00
-1.214117127433230742e-20	5.910100000000000769e-02	1.000000000000000000e+00
-1.214066220708700882e-20	5.912100000000000688e-02	1.000000000000000000e+00
-1.214015313984171173e-20	5.914100000000000606e-02	1.000000000000000000e+00
-1.213964407259641464e-20	5.916100000000000525e-02	1.000000000000000000e+00
-1.213913500535111604e-20	5.918100000000000444e-02	1.000000000000000000e+00
-1.213862593810581895e-20	5.920100000000000362e-02	1.000000000000000000e+00
-1.213811687086052186e-20	5.922100000000000281e-02	1.000000000000000000e+00
-1.213760780361522327e-20	5.924100000000000893e-02	1.000000000000000000e+00
-1.213709873636992618e-20	5.926100000000000811e-02	1.000000000000000000e+00
-1.213658966912462758e-20	5.928100000000000730e-02	1.000000000000000000e+00
-1.213608060187933049e-20	5.930100000000000648e-02	1.000000000000000000e+00
-1.213557153463403340e-20	5.932100000000000567e-02	1.000000000000000000e+00
-1.213506246738873481e-20	5.934100000000000485e-02	1.000000000000000000e+00
-1.213455340014343771e-20	5.936100000000000404e-02	1.000000000000000000e+00
-1.213404433289814062e-20	5.938100000000000322e-02	1.000000000000000000e+00
-1.213353526565284203e-20	5.940100000000000241e-02	1.000000000000000000e+00
-1.213302619840754494e-20	5.942100000000000853e-02	1.000000000000000000e+00
-1.213251713116224785e-20	5.944100000000000772e-02	1.000000000000000000e+00
-1.213200806391694925e-20	5.946100000000000690e-02	1.000000000000000000e+00
-1.213149899667165216e-20	5.948100000000000609e-02	1.000000000000000000e+00
-1.213098992942635507e-20	5.950100000000000527e-02	1.000000000000000000e+00
-1.213048086218105648e-20	5.952100000000000446e-02	1.000000000000000000e+00
-1.212997179493575938e-20	5.954100000000000364e-02	1.000000000000000000e+00
-1.212946272769046229e-20	5.956100000000000283e-02	1.000000000000000000e+00
-1.212895366044516370e-20	5.958100000000000895e-02	1.000000000000000000e+00
-1.212844459319986661e-20	5.960100000000000814e-02	1.000000000000000000e+00
-1.212793552595456952e-20	5.962100000000000732e-02	1.000000000000000000e+00
-1.212742645870927092e-20	5.964100000000000651e-02	1.000000000000000000e+00
-1.212691739146397383e-20	5.966100000000000569e-02	1.000000000000000000e+00
-1.212640832421867674e-20	5.968100000000000488e-02	1.000000000000000000e+00
-1.212589925697337814e-20	5.970100000000000406e-02	1.000000000000000000e+00
-1.212539018972808105e-20	5.972100000000000325e-02	1.000000000000000000e+00
-1.212488112248278396e-20	5.974100000000000243e-02	1.000000000000000000e+00
-1.212437205523748537e-20	5.976100000000000856e-02	1.000000000000000000e+00
-1.212386298799218828e-20	5.978100000000000774e-02	1.000000000000000000e+00
-1.212335392074688968e-20	5.980100000000000693e-02	1.000000000000000000e+00
-1.212284485350159259e-20	5.982100000000000611e-02	1.000000000000000000e+00
-1.212233578625629550e-20	5.984100000000000530e-02	1.000000000000000000e+00
-1.212182671901099691e-20	5.986100000000000448e-02	1.000000000000000000e+00
-1.212131765176569981e-20	5.988100000000000367e-02	1.000000000000000000e+00
-1.212080858452040272e-20	5.990100000000000285e-02	1.000000000000000000e+00
-1.212029951727510413e-20	5.992100000000000898e-02	1.000000000000000000e+00
-1.211979045002980704e-20	5.994100000000000816e-02	1.000000000000000000e+00
-1.211928138278450995e-20	5.996100000000000735e-02	1.000000000000000000e+00
-1.211877231553921135e-20	5.998100000000000653e-02	1.000000000000000000e+00
-1.211826324829391426e-20	6.000100000000000572e-02	1.000000000000000000e+00
-1.211775418104861717e-20	6.002100000000000490e-02	1.000000000000000000e+00
-1.211724511380331858e-20	6.004100000000000409e-02	1.000000000000000000e+00
-1.211673604655802148e-20	6.006100000000000327e-02	1.000000000000000000e+00
-1.211622697931272439e-20	6.008100000000000246e-02	1.000000000000000000e+00
-1.211571791206742580e-20	6.010100000000000858e-02	1.000000000000000000e+00
-1.211520884482212871e-20	6.012100000000000777e-02	1.000000000000000000e+00
-1.211469977757683011e-20	6.014100000000000695e-02	1.000000000000000000e+00
-1.211419071033153302e-20	6.016100000000000614e-02	1.000000000000000000e+00
-1.211368164308623593e-20	6.018100000000000532e-02	1.000000000000000000e+00
-1.211317257584093734e-20	6.020100000000000451e-02	1.000000000000000000e+00
-1.211266350859564025e-20	6.022100000000000369e-02	1.000000000000000000e+00
-1.211215444135034315e-20	6.024100000000000288e-02	1.000000000000000000e+00
-1.211164537410504456e-20	6.026100000000000900e-02	1.000000000000000000e+00
-1.211113630685974747e-20	6.028100000000000819e-02	1.000000000000000000e+00
-1.211062723961445038e-20	6.030100000000000737e-02	1.000000000000000000e+00
-1.211011817236915178e-20	6.032100000000000656e-02	1.000000000000000000e+00
-1.210960910512385469e-20	6.034100000000000574e-02	1.000000000000000000e+00
-1.210910003787855760e-20	6.036100000000000493e-02	1.000000000000000000e+00
-1.210859097063325901e-20	6.038100000000000411e-02	1.000000000000000000e+00
-1.210808190338796192e-20	6.040100000000000330e-02	1.000000000000000000e+00
-1.210757283614266482e-20	6.042100000000000248e-02	1.000000000000000000e+00
-1.210706376889736623e-20	6.044100000000000861e-02	1.000000000000000000e+00
-1.210655470165206914e-20	6.046100000000000779e-02	1.000000000000000000e+00
-1.210604563440677205e-20	6.048100000000000698e-02	1.000000000000000000e+00
-1.210553656716147345e-20	6.050100000000000616e-02	1.000000000000000000e+00
-1.210502749991617636e-20	6.052100000000000535e-02	1.000000000000000000e+00
-1.210451843267087927e-20	6.054100000000000453e-02	1.000000000000000000e+00
-1.210400936542558068e-20	6.056100000000000372e-02	1.000000000000000000e+00
-1.210350029818028359e-20	6.058100000000000290e-02	1.000000000000000000e+00
-1.210299123093498499e-20	6.060100000000000903e-02	1.000000000000000000e+00
-1.210248216368968790e-20	6.062100000000000821e-02	1.000000000000000000e+00
-1.210197309644439081e-20	6.064100000000000740e-02	1.000000000000000000e+00
-1.210146402919909221e-20	6.066100000000000658e-02	1.000000000000000000e+00
-1.210095496195379512e-20	6.068100000000000577e-02	1.000000000000000000e+00
-1.210044589470849803e-20	6.070100000000000495e-02	1.000000000000000000e+00
-1.209993682746319944e-20	6.072100000000000414e-02	1.000000000000000000e+00
-1.209942776021790235e-20	6.074100000000000332e-02	1.000000000000000000e+00
-1.209891869297260525e-20	6.076100000000000251e-02	1.000000000000000000e+00
-1.209840962572730666e-20	6.078100000000000863e-02	1.000000000000000000e+00
-1.209790055848200957e-20	6.080100000000000782e-02	1.000000000000000000e+00
-1.209739149123671248e-20	6.082100000000000700e-02	1.000000000000000000e+00
-1.209688242399141388e-20	6.084100000000000619e-02	1.000000000000000000e+00
-1.209637335674611679e-20	6.086100000000000537e-02	1.000000000000000000e+00
-1.209586428950081970e-20	6.088100000000000456e-02	1.000000000000000000e+00
-1.209535522225552111e-20	6.090100000000000374e-02	1.000000000000000000e+00
-1.209484615501022402e-20	6.092100000000000293e-02	1.000000000000000000e+00
-1.209433708776492542e-20	6.094100000000000905e-02	1.000000000000000000e+00
-1.209382802051962833e-20	6.096100000000000824e-02	1.000000000000000000e+00
-1.209331895327433124e-20	6.098100000000000742e-02	1.000000000000000000e+00
-1.209280988602903264e-20	6.100100000000000661e-02	1.000000000000000000e+00
-1.209230081878373555e-20	6.102100000000000579e-02	1.000000000000000000e+00
-1.209179175153843846e-20	6.104100000000000498e-02	1.000000000000000000e+00
-1.209128268429313987e-20	6.106100000000000416e-02	1.000000000000000000e+00
-1.209077361704784278e-20	6.108100000000000335e-02	1.000000000000000000e+00
-1.209026454980254569e-20	6.110100000000000253e-02	1.000000000000000000e+00
-1.208975548255724709e-20	6.112100000000000866e-02	1.000000000000000000e+00
-1.208924641531195000e-20	6.114100000000000784e-02	1.000000000000000000e+00
-1.208873734806665291e-20	6.116100000000000703e-02	1.000000000000000000e+00
-1.208822828082135431e-20	6.118100000000000621e-02	1.000000000000000000e+00
-1.208771921357605722e-20	6.120100000000000540e-02	1.000000000000000000e+00
-1.208721014633076013e-20	6.122100000000000458e-02	1.000000000000000000e+00
-1.208670107908546154e-20	6.124100000000000377e-02	1.000000000000000000e+00
-1.208619201184016445e-20	6.126100000000000295e-02	1.000000000000000000e+00
-1.208568294459486736e-20	6.128100000000000908e-02	1.000000000000000000e+00
-1.208517387734956876e-20	6.130100000000000826e-02	1.000000000000000000e+00
-1.208466481010427167e-20	6.132100000000000745e-02	1.000000000000000000e+00
-1.208415574285897458e-20	6.134100000000000663e-02	1.000000000000000000e+00
-1.208364667561367598e-20	6.136100000000000582e-02	1.000000000000000000e+00
-1.208313760836837889e-20	6.138100000000000500e-02	1.000000000000000000e+00
-1.208262854112308180e-20	6.140100000000000419e-02	1.000000000000000000e+00
-1.208211947387778321e-20	6.142100000000000337e-02	1.000000000000000000e+00
-1.208161040663248612e-20	6.144100000000000950e-02	1.000000000000000000e+00
-1.208110133938718752e-20	6.146100000000000868e-02	1.000000000000000000e+00
-1.208059227214189043e-20	6.148100000000000787e-02	1.000000000000000000e+00
-1.208008320489659334e-20	6.150100000000000705e-02	1.000000000000000000e+00
-1.207957413765129474e-20	6.152100000000000624e-02	1.000000000000000000e+00
-1.207906507040599765e-20	6.154100000000000542e-02	1.000000000000000000e+00
-1.207855600316070056e-20	6.156100000000000461e-02	1.000000000000000000e+00
-1.207804693591540197e-20	6.158100000000000379e-02	1.000000000000000000e+00
-1.207753786867010488e-20	6.160100000000000298e-02	1.000000000000000000e+00
-1.207702880142480779e-20	6.162100000000000910e-02	1.000000000000000000e+00
-1.207651973417950919e-20	6.164100000000000829e-02	1.000000000000000000e+00
-1.207601066693421210e-20	6.166100000000000747e-02	1.000000000000000000e+00
-1.207550159968891501e-20	6.168100000000000666e-02	1.000000000000000000e+00
-1.207499253244361641e-20	6.170100000000000584e-02	1.000000000000000000e+00
-1.207448346519831932e-20	6.172100000000000503e-02	1.000000000000000000e+00
-1.207397439795302223e-20	6.174100000000000421e-02	1.000000000000000000e+00
-1.207346533070772364e-20	6.176100000000000340e-02	1.000000000000000000e+00
-1.207295626346242655e-20	6.178100000000000952e-02	1.000000000000000000e+00
-1.207244719621712795e-20	6.180100000000000871e-02	1.000000000000000000e+00
-1.207193812897183086e-20	6.182100000000000789e-02	1.000000000000000000e+00
-1.207142906172653377e-20	6.184100000000000708e-02	1.000000000000000000e+00
-1.207091999448123517e-20	6.186100000000000626e-02	1.000000000000000000e+00
-1.207041092723593808e-20	6.188100000000000545e-02	1.000000000000000000e+00
-1.206995972037088418e-20	6.190100000000000463e-02	1.000000000000000000e+00
-1.206971257674812591e-20	6.192100000000000382e-02	1.000000000000000000e+00
-1.206946543312536613e-20	6.194100000000000300e-02	1.000000000000000000e+00
-1.206921828950260786e-20	6.196100000000000912e-02	1.000000000000000000e+00
-1.206897114587984959e-20	6.198100000000000831e-02	1.000000000000000000e+00
-1.206872400225708981e-20	6.200100000000000749e-02	1.000000000000000000e+00
-1.206847685863433154e-20	6.202100000000000668e-02	1.000000000000000000e+00
-1.206822971501157327e-20	6.204100000000000587e-02	1.000000000000000000e+00
-1.206798257138881349e-20	6.206100000000000505e-02	1.000000000000000000e+00
-1.206773542776605522e-20	6.208100000000000424e-02	1.000000000000000000e+00
-1.206748828414329695e-20	6.210100000000000342e-02	1.000000000000000000e+00
-1.206724114052053718e-20	6.212100000000000954e-02	1.000000000000000000e+00
-1.206699399689777890e-20	6.214100000000000873e-02	1.000000000000000000e+00
-1.206674685327502063e-20	6.216100000000000791e-02	1.000000000000000000e+00
-1.206649970965226086e-20	6.218100000000000710e-02	1.000000000000000000e+00
-1.206625256602950259e-20	6.220100000000000628e-02	1.000000000000000000e+00
-1.206600542240674432e-20	6.222100000000000547e-02	1.000000000000000000e+00
-1.206575827878398454e-20	6.224100000000000465e-02	1.000000000000000000e+00
-1.206551113516122627e-20	6.226100000000000384e-02	1.000000000000000000e+00
-1.206526399153846800e-20	6.228100000000000303e-02	1.000000000000000000e+00
-1.206501684791570822e-20	6.230100000000000915e-02	1.000000000000000000e+00
-1.206476970429294995e-20	6.232100000000000833e-02	1.000000000000000000e+00
-1.206452256067019168e-20	6.234100000000000752e-02	1.000000000000000000e+00
-1.206427541704743190e-20	6.236100000000000670e-02	1.000000000000000000e+00
-1.206402827342467363e-20	6.238100000000000589e-02	1.000000000000000000e+00
-1.206378112980191536e-20	6.240100000000000507e-02	1.000000000000000000e+00
-1.206353398617915559e-20	6.242100000000000426e-02	1.000000000000000000e+00
-1.206328684255639732e-20	6.244100000000000344e-02	1.000000000000000000e+00
-1.206303969893363904e-20	6.246100000000000957e-02	1.000000000000000000e+00
-1.206279255531087927e-20	6.248100000000000875e-02	1.000000000000000000e+00
-1.206254541168812100e-20	6.250100000000000100e-02	1.000000000000000000e+00
-1.206229826806536273e-20	6.252100000000000712e-02	1.000000000000000000e+00
-1.206205112444260295e-20	6.254099999999999937e-02	1.000000000000000000e+00
-1.206180398081984468e-20	6.256100000000000549e-02	1.000000000000000000e+00
-1.206155683719708641e-20	6.258100000000001162e-02	1.000000000000000000e+00
-1.206130969357432663e-20	6.260100000000000386e-02	1.000000000000000000e+00
-1.206106254995156836e-20	6.262100000000000999e-02	1.000000000000000000e+00
-1.206081540632881009e-20	6.264100000000000223e-02	1.000000000000000000e+00
-1.206056826270605031e-20	6.266100000000000836e-02	1.000000000000000000e+00
-1.206032111908329204e-20	6.268100000000000060e-02	1.000000000000000000e+00
-1.206007397546053377e-20	6.270100000000000673e-02	1.000000000000000000e+00
-1.205982683183777400e-20	6.272100000000001285e-02	1.000000000000000000e+00
-1.205957968821501573e-20	6.274100000000000510e-02	1.000000000000000000e+00
-1.205933254459225745e-20	6.276100000000001122e-02	1.000000000000000000e+00
-1.205908540096949768e-20	6.278100000000000347e-02	1.000000000000000000e+00
-1.205883825734673941e-20	6.280100000000000959e-02	1.000000000000000000e+00
-1.205859111372398114e-20	6.282100000000000184e-02	1.000000000000000000e+00
-1.205834397010122136e-20	6.284100000000000796e-02	1.000000000000000000e+00
-1.205809682647846309e-20	6.286100000000000021e-02	1.000000000000000000e+00
-1.205784968285570482e-20	6.288100000000000633e-02	1.000000000000000000e+00
-1.205760253923294504e-20	6.290100000000001246e-02	1.000000000000000000e+00
-1.205735539561018677e-20	6.292100000000000470e-02	1.000000000000000000e+00
-1.205710825198742850e-20	6.294100000000001083e-02	1.000000000000000000e+00
-1.205686110836466873e-20	6.296100000000000307e-02	1.000000000000000000e+00
-1.205661396474191045e-20	6.298100000000000920e-02	1.000000000000000000e+00
-1.205636682111915218e-20	6.300100000000000144e-02	1.000000000000000000e+00
-1.205611967749639241e-20	6.302100000000000757e-02	1.000000000000000000e+00
-1.205587253387363414e-20	6.304099999999999981e-02	1.000000000000000000e+00
-1.205562539025087587e-20	6.306100000000000594e-02	1.000000000000000000e+00
-1.205537824662811609e-20	6.308100000000001206e-02	1.000000000000000000e+00
-1.205513110300535782e-20	6.310100000000000431e-02	1.000000000000000000e+00
-1.205488395938259955e-20	6.312100000000001043e-02	1.000000000000000000e+00
-1.205463681575983977e-20	6.314100000000000268e-02	1.000000000000000000e+00
-1.205438967213708150e-20	6.316100000000000880e-02	1.000000000000000000e+00
-1.205414252851432323e-20	6.318100000000000105e-02	1.000000000000000000e+00
-1.205389538489156345e-20	6.320100000000000717e-02	1.000000000000000000e+00
-1.205364824126880518e-20	6.322099999999999942e-02	1.000000000000000000e+00
-1.205340109764604691e-20	6.324100000000000554e-02	1.000000000000000000e+00
-1.205315395402328714e-20	6.326100000000001167e-02	1.000000000000000000e+00
-1.205290681040052886e-20	6.328100000000000391e-02	1.000000000000000000e+00
-1.205265966677777059e-20	6.330100000000001004e-02	1.000000000000000000e+00
-1.205241252315501232e-20	6.332100000000000228e-02	1.000000000000000000e+00
-1.205216537953225255e-20	6.334100000000000841e-02	1.000000000000000000e+00
-1.205191823590949428e-20	6.336100000000000065e-02	1.000000000000000000e+00
-1.205167109228673450e-20	6.338100000000000678e-02	1.000000000000000000e+00
-1.205142394866397623e-20	6.340100000000001290e-02	1.000000000000000000e+00
-1.205117680504121796e-20	6.342100000000000515e-02	1.000000000000000000e+00
-1.205092966141845818e-20	6.344100000000001127e-02	1.000000000000000000e+00
-1.205068251779569991e-20	6.346100000000000352e-02	1.000000000000000000e+00
-1.205043537417294164e-20	6.348100000000000964e-02	1.000000000000000000e+00
-1.205018823055018337e-20	6.350100000000000189e-02	1.000000000000000000e+00
-1.204994108692742359e-20	6.352100000000000801e-02	1.000000000000000000e+00
-1.204969394330466532e-20	6.354100000000000026e-02	1.000000000000000000e+00
-1.204944679968190555e-20	6.356100000000000638e-02	1.000000000000000000e+00
-1.204919965605914728e-20	6.358100000000001251e-02	1.000000000000000000e+00
-1.204895251243638900e-20	6.360100000000000475e-02	1.000000000000000000e+00
-1.204870536881362923e-20	6.362100000000001088e-02	1.000000000000000000e+00
-1.204845822519087096e-20	6.364100000000000312e-02	1.000000000000000000e+00
-1.204821108156811269e-20	6.366100000000000925e-02	1.000000000000000000e+00
-1.204796393794535442e-20	6.368100000000000149e-02	1.000000000000000000e+00
-1.204771679432259464e-20	6.370100000000000762e-02	1.000000000000000000e+00
-1.204746965069983637e-20	6.372099999999999986e-02	1.000000000000000000e+00
-1.204722250707707810e-20	6.374100000000000599e-02	1.000000000000000000e+00
-1.204697536345431832e-20	6.376100000000001211e-02	1.000000000000000000e+00
-1.204672821983156005e-20	6.378100000000000436e-02	1.000000000000000000e+00
-1.204648107620880027e-20	6.380100000000001048e-02	1.000000000000000000e+00
-1.204623393258604200e-20	6.382100000000000273e-02	1.000000000000000000e+00
-1.204598678896328373e-20	6.384100000000000885e-02	1.000000000000000000e+00
-1.204573964534052546e-20	6.386100000000000110e-02	1.000000000000000000e+00
-1.204549250171776569e-20	6.388100000000000722e-02	1.000000000000000000e+00
-1.204524535809500741e-20	6.390099999999999947e-02	1.000000000000000000e+00
-1.204499821447224914e-20	6.392100000000000559e-02	1.000000000000000000e+00
-1.204475107084948937e-20	6.394100000000001172e-02	1.000000000000000000e+00
-1.204450392722673110e-20	6.396100000000000396e-02	1.000000000000000000e+00
-1.204425678360397132e-20	6.398100000000001009e-02	1.000000000000000000e+00
-1.204400963998121305e-20	6.400100000000000233e-02	1.000000000000000000e+00
-1.204376249635845478e-20	6.402100000000000846e-02	1.000000000000000000e+00
-1.204351535273569651e-20	6.404100000000000070e-02	1.000000000000000000e+00
-1.204326820911293673e-20	6.406100000000000683e-02	1.000000000000000000e+00
-1.204302106549017846e-20	6.408100000000001295e-02	1.000000000000000000e+00
-1.204277392186742019e-20	6.410100000000000520e-02	1.000000000000000000e+00
-1.204252677824466041e-20	6.412100000000001132e-02	1.000000000000000000e+00
-1.204227963462190214e-20	6.414100000000000357e-02	1.000000000000000000e+00
-1.204203249099914237e-20	6.416100000000000969e-02	1.000000000000000000e+00
-1.204178534737638410e-20	6.418100000000000194e-02	1.000000000000000000e+00
-1.204153820375362583e-20	6.420100000000000806e-02	1.000000000000000000e+00
-1.204129106013086755e-20	6.422100000000000031e-02	1.000000000000000000e+00
-1.204104391650810778e-20	6.424100000000000643e-02	1.000000000000000000e+00
-1.204079677288534951e-20	6.426100000000001256e-02	1.000000000000000000e+00
-1.204054962926259124e-20	6.428100000000000480e-02	1.000000000000000000e+00
-1.204030248563983146e-20	6.430100000000001093e-02	1.000000000000000000e+00
-1.204005534201707319e-20	6.432100000000000317e-02	1.000000000000000000e+00
-1.203980819839431492e-20	6.434100000000000930e-02	1.000000000000000000e+00
-1.203956105477155514e-20	6.436100000000000154e-02	1.000000000000000000e+00
-1.203931391114879687e-20	6.438100000000000767e-02	1.000000000000000000e+00
-1.203906676752603860e-20	6.440099999999999991e-02	1.000000000000000000e+00
-1.203881962390327882e-20	6.442100000000000604e-02	1.000000000000000000e+00
-1.203857248028052055e-20	6.444100000000001216e-02	1.000000000000000000e+00
-1.203832533665776228e-20	6.446100000000000441e-02	1.000000000000000000e+00
-1.203807819303500251e-20	6.448100000000001053e-02	1.000000000000000000e+00
-1.203783104941224424e-20	6.450100000000000278e-02	1.000000000000000000e+00
-1.203758390578948596e-20	6.452100000000000890e-02	1.000000000000000000e+00
-1.203733676216672619e-20	6.454100000000000115e-02	1.000000000000000000e+00
-1.203708961854396792e-20	6.456100000000000727e-02	1.000000000000000000e+00
-1.203684247492120965e-20	6.458099999999999952e-02	1.000000000000000000e+00
-1.203659533129844987e-20	6.460100000000000564e-02	1.000000000000000000e+00
-1.203634818767569160e-20	6.462100000000001176e-02	1.000000000000000000e+00
-1.203610104405293333e-20	6.464100000000000401e-02	1.000000000000000000e+00
-1.203585390043017355e-20	6.466100000000001014e-02	1.000000000000000000e+00
-1.203560675680741528e-20	6.468100000000000238e-02	1.000000000000000000e+00
-1.203535961318465701e-20	6.470100000000000851e-02	1.000000000000000000e+00
-1.203511246956189724e-20	6.472100000000000075e-02	1.000000000000000000e+00
-1.203486532593913896e-20	6.474100000000000688e-02	1.000000000000000000e+00
-1.203461818231638069e-20	6.476100000000001300e-02	1.000000000000000000e+00
-1.203437103869362092e-20	6.478100000000000525e-02	1.000000000000000000e+00
-1.203412389507086265e-20	6.480100000000001137e-02	1.000000000000000000e+00
-1.203387675144810438e-20	6.482100000000000362e-02	1.000000000000000000e+00
-1.203362960782534460e-20	6.484100000000000974e-02	1.000000000000000000e+00
-1.203338246420258633e-20	6.486100000000000199e-02	1.000000000000000000e+00
-1.203313532057982806e-20	6.488100000000000811e-02	1.000000000000000000e+00
-1.203288817695706828e-20	6.490100000000000036e-02	1.000000000000000000e+00
-1.203264103333431001e-20	6.492100000000000648e-02	1.000000000000000000e+00
-1.203239388971155174e-20	6.494100000000001260e-02	1.000000000000000000e+00
-1.203214674608879196e-20	6.496100000000000485e-02	1.000000000000000000e+00
-1.203189960246603369e-20	6.498100000000001097e-02	1.000000000000000000e+00
-1.203165245884327542e-20	6.500100000000000322e-02	1.000000000000000000e+00
-1.203140531522051565e-20	6.502100000000000934e-02	1.000000000000000000e+00
-1.203115817159775737e-20	6.504100000000000159e-02	1.000000000000000000e+00
-1.203091102797499910e-20	6.506100000000000771e-02	1.000000000000000000e+00
-1.203066388435223933e-20	6.508099999999999996e-02	1.000000000000000000e+00
-1.203041674072948106e-20	6.510100000000000608e-02	1.000000000000000000e+00
-1.203016959710672279e-20	6.512100000000001221e-02	1.000000000000000000e+00
-1.202992245348396301e-20	6.514100000000000446e-02	1.000000000000000000e+00
-1.202967530986120474e-20	6.516100000000001058e-02	1.000000000000000000e+00
